"","ReasonA","ReasonB","Choice","Respondent"
"284","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","80449302"
"285","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason A is better","81151939"
"286","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason A is better","81151939"
"287","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","81151939"
"288","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","81151939"
"289","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason A is better","81151939"
"290","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason B is better","8403251"
"291","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason B is better","8403251"
"292","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","8403251"
"293","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason B is better","8403251"
"294","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","8403251"
"295","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason B is better","84978649"
"296","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason A is better","84978649"
"297","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason A is better","84978649"
"298","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","84978649"
"299","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","84978649"
"300","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason A is better","85235876"
"301","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","85235876"
"302","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason A is better","85235876"
"303","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason B is better","85235876"
"304","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason A is better","85235876"
"305","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","85736197"
"306","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason B is better","85736197"
"307","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","85736197"
"308","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason A is better","85736197"
"309","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason B is better","85736197"
"310","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason A is better","871607"
"311","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason A is better","871607"
"312","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason B is better","871607"
"313","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason B is better","871607"
"314","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","871607"
"315","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason B is better","87807358"
"316","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason B is better","87807358"
"317","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","87807358"
"318","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","87807358"
"319","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason B is better","87807358"
"320","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason B is better","87807358"
"321","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason B is better","87807358"
"322","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason B is better","87807358"
"323","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","87807358"
"324","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","87807358"
"325","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","87993434"
"326","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason A is better","87993434"
"327","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason B is better","87993434"
"328","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason A is better","87993434"
"329","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","87993434"
"330","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason A is better","92034566"
"331","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","92034566"
"332","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason A is better","92034566"
"333","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason A is better","92034566"
"334","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason B is better","92034566"
"335","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason A is better","92852992"
"336","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason A is better","93482794"
"337","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason A is better","93482794"
"338","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason B is better","93482794"
"339","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason A is better","93482794"
"340","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason B is better","93482794"
"341","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","93595041"
"342","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason B is better","93595041"
"343","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason B is better","93595041"
"344","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason B is better","93595041"
"345","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","93595041"
"346","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason B is better","94430627"
"347","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","94430627"
"348","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason A is better","94430627"
"349","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason A is better","94430627"
"350","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason A is better","94430627"
"351","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason B is better","957372"
"352","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","I am not sure","957372"
"353","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","I am not sure","957372"
"354","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","I am not sure","957372"
"355","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","I am not sure","957372"
"356","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason B is better","97753354"
"357","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","I am not sure","97753354"
"358","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason A is better","97753354"
"359","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason A is better","97753354"
"360","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","97753354"
"361","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","I am not sure","98393849"
"362","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","98393849"
"363","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason B is better","98393849"
"364","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason A is better","98393849"
"365","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason A is better","98393849"
"366","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason A is better","98393849"
"367","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","98393849"
"368","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason A is better","98393849"
"369","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason A is better","98393849"
"370","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason A is better","98393849"
"371","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","98393849"
"372","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason B is better","98393849"
"373","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason B is better","98393849"
