state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed
33,17,18820,Dovercity,9,0.02,0.32,0.02,0.97,0.07,0.02,0.38,0.64,0.47,0.4,0.04,1,0.33,0.67,0.38,0.59,0.42,0.19,0.55,0.36,0.35,0.34,0.24,0.28,0.26,0.33,0.38,0.02,0.24,0.23,0.28,0.39,0.34
29,NA,NA,Gladstonecity,9,0.03,0.35,0.02,0.96,0.05,0.04,0.35,0.44,0.28,0.36,0.04,1,0.42,0.72,0.31,0.57,0.38,0.07,0.47,0.44,0.43,0.42,0.48,0.33,0.27,0.44,0.38,0.01,0.08,0.14,0.19,0.36,0.14
6,NA,NA,CostaMesacity,9,0.14,0.4,0.03,0.76,0.4,0.37,0.33,0.65,0.41,0.24,0.15,1,0.47,0.75,0.24,0.46,0.24,0.19,0.26,0.46,0.47,0.49,0.46,0.21,0.34,0.26,0.31,0.08,0.23,0.25,0.27,0.44,0.22
42,129,58880,Penntownship,9,0.01,0.57,0.01,0.99,0.02,0,0.42,0.36,0.23,0.4,0.02,0.7,0.36,0.57,0.31,0.65,0.53,0.16,0.62,0.34,0.29,0.28,0.1,0,0.34,0,0.14,0,0.08,0.26,0.29,0.33,0.35
48,NA,NA,Seguincity,9,0.01,0.6,0.24,0.47,0.04,0.9,0.54,0.55,0.41,0.47,0,0,0.14,0.39,0.8,0.32,0.56,0.6,0.47,0.16,0.13,0.17,0.16,0.1,0.2,0.18,0.21,0.04,0.74,0.91,0.8,0.19,0.58
5,NA,NA,NorthLittleRockcity,9,0.08,0.34,0.46,0.63,0.02,0.01,0.39,0.43,0.26,0.51,0.1,1,0.2,0.42,0.15,0.37,0.54,0.35,0.48,0.24,0.25,0.3,0.15,0.16,0.27,0.25,0.3,0.09,0.45,0.34,0.46,0.27,0.32
47,NA,NA,Murfreesborocity,9,0.06,0.43,0.28,0.73,0.17,0.01,0.71,0.8,0.73,0.29,0,0,0.24,0.63,0.37,0.39,0.37,0.25,0.32,0.32,0.27,0.29,0.2,0.19,0.25,0.09,0.44,0.06,0.42,0.36,0.39,0.43,0.36
48,NA,NA,Snydercity,9,0,0.5,0.08,0.61,0.01,0.51,0.49,0.46,0.3,0.44,0,0,0.2,0.42,0.63,0.35,0.51,0.31,0.41,0.21,0.18,0.23,0.14,0.1,0.11,0.15,0.21,0.02,0.49,0.52,0.63,0.16,0.51
56,NA,NA,Gillettecity,9,0.01,0.53,0,0.96,0.02,0.06,0.47,0.49,0.25,0.09,0,0,0.39,0.88,0.87,0.42,0.13,0.17,0.11,0.4,0.29,0.28,0.05,0.1,0.21,0.45,0.27,0.01,0.25,0.08,0.17,0.28,0.31
12,NA,NA,Nicevillecity,9,0,0.45,0.09,0.87,0.18,0.05,0.47,0.49,0.32,0.27,0.02,1,0.33,0.67,0.17,0.52,0.33,0.18,1,0.32,0.29,0.29,0.3,0.03,0.17,0.31,0.41,0.01,0.21,0.17,0.23,0.35,0.35
48,NA,NA,BayCitycity,9,0.01,0.48,0.34,0.49,0.09,0.49,0.47,0.51,0.29,0.32,0,0,0.23,0.59,0.65,0.35,0.36,0.36,0.24,0.27,0.23,0.31,0.17,0.24,0.16,0.17,0.21,0.04,0.59,0.54,0.51,0.23,0.51
39,NA,NA,Bellefontainecity,9,0,0.39,0.12,0.88,0.09,0.01,0.46,0.52,0.35,0.42,0,0,0.22,0.46,0.27,0.36,0.47,0.49,0.39,0.25,0.22,0.21,0.23,0.1,0.29,0.81,0.59,0.01,0.35,0.22,0.45,0.14,0.51
25,23,38855,Marshfieldtown,9,0.02,0.54,0.01,0.98,0.03,0.01,0.4,0.45,0.29,0.25,0,0,0.62,0.71,0.46,0.53,0.3,0.17,0.42,0.61,0.49,0.47,0.52,0.16,0.4,0.89,0.67,0.01,0.08,0.04,0.09,0.53,0.41
33,9,41300,Lebanoncity,9,0,0.29,0.01,0.97,0.09,0.01,0.29,0.48,0.28,0.4,0,0,0.34,0.71,0.17,0.43,0.41,0.15,0.27,0.4,0.34,0.32,0.32,0.35,0.18,0.24,0.42,0.01,0.15,0.2,0.29,0.43,0.14
53,NA,NA,Edmondscity,9,0.03,0.32,0.02,0.91,0.25,0.03,0.31,0.36,0.23,0.48,0.05,1,0.48,0.57,0.21,0.67,0.46,0.13,0.56,0.51,0.54,0.53,0.41,0.24,0.48,0.37,0.43,0.01,0.11,0.07,0.14,0.5,0.15
42,29,10824,Calntownship,9,0,0.58,0.27,0.75,0.11,0.02,0.25,0.43,0.2,0.35,0.02,0.91,0.49,0.77,0.22,0.55,0.31,0.16,0.42,0.45,0.36,0.38,0.26,0,0.32,0.38,0.71,0.01,0.16,0.19,0.27,0.36,0.13
34,7,14260,Collingswoodborough,9,0.01,0.3,0.06,0.92,0.1,0.05,0.33,0.47,0.28,0.52,0.02,1,0.35,0.54,0.18,0.63,0.56,0.18,0.59,0.4,0.36,0.35,0.33,0.35,0.29,0.31,0.32,0.01,0.15,0.21,0.29,0.42,0.18
8,NA,NA,Westminstercity,9,0.1,0.45,0.02,0.86,0.23,0.21,0.39,0.53,0.29,0.11,0.12,1,0.41,0.86,0.26,0.5,0.16,0.14,0.23,0.41,0.35,0.35,0.39,0.19,0.33,0.33,0.39,0.04,0.16,0.1,0.18,0.38,0.22
9,1,52980,Newtowntown,9,0.02,0.65,0.02,0.96,0.08,0.03,0.38,0.36,0.24,0.26,0,0,0.81,0.74,0.56,0.78,0.31,0.05,0.38,0.76,0.61,0.59,0.41,0.26,0.43,0.5,0.36,0,0.05,0.11,0.17,0.65,0.26
51,NA,NA,Leesburgtown,9,0.01,0.39,0.24,0.78,0.08,0.04,0.31,0.57,0.31,0.21,0,0,0.47,0.82,0.26,0.47,0.19,0.16,0.25,0.45,0.43,0.45,0.26,0.44,0.23,0,0.42,0.01,0.15,0.26,0.28,0.46,0.06
6,NA,NA,Glendalecity,9,0.27,0.42,0.03,0.61,0.87,0.39,0.33,0.47,0.29,0.41,0.28,1,0.37,0.51,0.21,0.45,0.33,0.55,0.31,0.38,0.44,0.47,0.46,0.36,0.38,0.29,0.4,0.23,0.37,0.4,0.39,0.46,0.44
27,139,59350,Shakopeecity,9,0,0.53,0.02,0.97,0.04,0.01,0.43,0.56,0.34,0.25,0,0,0.43,0.69,0.6,0.54,0.36,0.22,0.3,0.41,0.34,0.32,0.09,0.69,0.07,0.5,0.54,0,0.12,0.28,0.3,0.18,0.26
38,17,25700,Fargocity,9,0.1,0.34,0.01,0.96,0.08,0.01,0.53,0.71,0.58,0.29,0.12,1,0.23,0.69,0.98,0.55,0.31,0.19,0.26,0.3,0.29,0.28,0.23,0.09,0.18,0.17,0.18,0.09,0.36,0.19,0.17,0.49,0.22
55,133,55275,Muskegocity,9,0.01,0.63,0,1,0.01,0.01,0.44,0.43,0.25,0.25,0.03,1,0.57,0.79,0.4,0.72,0.34,0.12,0.42,0.5,0.37,0.36,0,0.08,0.28,0.45,0.51,0,0.06,0.13,0.21,0.28,0.13
29,NA,NA,CreveCoeurcity,9,0,0.31,0.06,0.9,0.22,0.02,0.29,0.39,0.25,0.57,0.02,1,0.8,0.64,0.4,0.91,0.43,0.02,0.28,0.98,1,1,0.54,0.21,0.58,0,0.58,0,0.08,0.11,0.1,0.92,0.04
6,NA,NA,Lancastercity,9,0.14,0.6,0.14,0.69,0.23,0.28,0.41,0.55,0.31,0.23,0.15,0.99,0.44,0.67,0.16,0.39,0.3,0.49,0.49,0.4,0.33,0.36,0.26,0.17,0.34,0.28,0.33,0.08,0.25,0.2,0.33,0.25,0.44
25,27,34795,Leicestertown,9,0,0.59,0.02,0.97,0.04,0.02,0.56,0.54,0.43,0.35,0.01,0.53,0.47,0.65,0.55,0.47,0.5,0.21,0.42,0.48,0.37,0.35,0.2,0,0.12,0.43,0.37,0,0.09,0.22,0.36,0.29,0.33
12,NA,NA,Ocalacity,9,0.05,0.32,0.46,0.62,0.04,0.04,0.35,0.39,0.26,0.7,0.07,1,0.17,0.28,0.21,0.41,0.73,0.44,0.57,0.19,0.26,0.32,0.14,0.24,0.43,0.3,0.48,0.07,0.52,0.36,0.49,0.26,0.45
40,NA,NA,Miamicity,9,0.01,0.32,0.03,0.71,0.02,0.02,0.6,0.5,0.44,0.72,0,0,0.09,0.21,0.23,0.39,0.77,0.35,0.61,0.12,0.16,0.18,0.03,0.11,0.34,0.18,0.27,0.02,0.54,0.4,0.5,0.21,0.6
51,700,56000,NewportNewscity,9,0.26,0.44,0.65,0.43,0.14,0.05,0.41,0.6,0.38,0.29,0.27,1,0.26,0.67,0.1,0.35,0.33,0.37,0.53,0.26,0.26,0.33,0.21,0.2,0.2,0.31,0.34,0.21,0.37,0.23,0.35,0.29,0.36
34,13,43800,Maplewoodtownship,9,0.02,0.48,0.23,0.76,0.18,0.06,0.28,0.34,0.21,0.48,0.03,1,0.76,0.66,0.16,0.77,0.5,0.1,0.52,0.75,0.7,0.72,0.52,0.85,0.28,0.6,0.63,0.01,0.07,0.18,0.19,0.79,0.17
12,NA,NA,Melbournecity,9,0.08,0.3,0.19,0.81,0.12,0.06,0.38,0.5,0.35,0.56,0.09,1,0.24,0.42,0.21,0.47,0.56,0.2,0.69,0.26,0.28,0.29,0.2,0.15,0.19,0.22,0.39,0.07,0.33,0.21,0.35,0.29,0.39
45,NA,NA,MyrtleBeachcity,9,0.02,0.41,0.27,0.75,0.09,0.03,0.33,0.65,0.41,0.38,0.04,1,0.22,0.58,0.23,0.42,0.44,0.17,0.5,0.23,0.33,0.36,0.19,0.19,0.21,0.36,0.49,0.02,0.3,0.13,0.26,0.34,0.22
56,NA,NA,GreenRivercity,9,0,0.67,0.01,0.91,0.03,0.21,0.56,0.46,0.24,0.12,0,0,0.47,0.8,0.17,0.43,0.22,0.23,0.2,0.43,0.26,0.26,0.43,0.22,0.15,0.3,0.36,0.01,0.18,0.14,0.28,0.24,0.31
12,NA,NA,VeroBeachcity,9,0.01,0.15,0.06,0.94,0.03,0.04,0.18,0.25,0.16,1,0.03,1,0.25,0.05,0.18,0.62,0.91,0.16,0.77,0.32,0.52,0.52,0.14,0.15,0.26,0.55,0.59,0.01,0.25,0.19,0.32,0.37,0.45
25,17,52805,Pepperelltown,9,0,0.61,0.02,0.98,0.04,0.02,0.43,0.45,0.25,0.2,0,0,0.54,0.81,0.25,0.49,0.23,0.18,0.19,0.52,0.42,0.4,0.42,0,0.44,0.41,0.34,0,0.09,0.13,0.19,0.49,0.32
42,21,64544,Richlandtownship,9,0,0.51,0.02,0.97,0.05,0,0.68,0.51,0.53,0.61,0.01,0.73,0.26,0.28,0.2,0.68,0.7,0.21,0.92,0.28,0.26,0.25,0.18,0,0.21,0,0.57,0.01,0.19,0.3,0.36,0.28,0.35
6,NA,NA,Richmondcity,9,0.12,0.45,0.85,0.02,0.73,0.27,0.38,0.47,0.3,0.36,0.14,1,0.34,0.51,0.16,0.36,0.41,0.77,0.53,0.34,0.32,0.5,0.29,0.19,0.32,0.31,0.38,0.13,0.42,0.32,0.4,0.35,0.63
42,17,19792,Doylestowntownship,9,0.01,0.72,0.05,0.95,0.06,0.02,0.57,0.51,0.46,0.38,0.02,0.92,0.67,0.56,0.43,0.82,0.52,0.09,0.53,0.72,0.58,0.58,0.2,0.12,0.46,0.44,0.51,0,0.04,0.16,0.22,0.58,0.08
42,19,10472,Butlertownship,9,0.01,0.4,0.01,0.99,0.02,0,0.32,0.33,0.23,0.65,0,0,0.33,0.37,0.11,0.68,0.67,0.25,0.88,0.35,0.33,0.31,0.39,0.35,0.87,0.03,0.22,0.01,0.19,0.28,0.34,0.28,0.3
42,7,12016,Centertownship,9,0,0.5,0.04,0.96,0.03,0.01,0.37,0.39,0.26,0.36,0.02,0.96,0.38,0.61,0.19,0.61,0.51,0.18,0.91,0.36,0.3,0.29,0.29,0,0,0.34,0.56,0,0.09,0.15,0.3,0.29,0.26
21,NA,NA,Jeffersontowncity,9,0.02,0.42,0.13,0.89,0.05,0.02,0.37,0.47,0.27,0.23,0.04,1,0.45,0.79,0.29,0.58,0.23,0.09,0.33,0.45,0.42,0.39,0.43,0.06,0.9,0.43,0.41,0.01,0.08,0.15,0.23,0.44,0.12
29,NA,NA,Joplincity,9,0.05,0.28,0.04,0.93,0.04,0.02,0.42,0.49,0.36,0.56,0.06,1,0.13,0.35,0.15,0.42,0.62,0.5,0.44,0.17,0.21,0.2,0.17,0.17,0.24,0.11,0.26,0.06,0.45,0.37,0.47,0.25,0.36
9,13,78250,Vernontown,9,0.03,0.34,0.04,0.93,0.12,0.04,0.33,0.52,0.31,0.37,0.05,0.97,0.48,0.68,0.09,0.64,0.38,0.18,0.41,0.5,0.47,0.44,0.37,0.22,0.85,0.33,0.4,0.01,0.13,0.25,0.31,0.41,0.17
25,17,35215,Lexingtontown,9,0.03,0.49,0.02,0.89,0.4,0.02,0.29,0.3,0.19,0.52,0.05,1,0.92,0.64,0.33,0.94,0.49,0.12,0.64,0.92,0.88,0.87,0.63,0.72,0.59,0.04,0.62,0.01,0.05,0.07,0.07,0.97,0.17
6,NA,NA,Berkeleycity,9,0.15,0.29,0.37,0.42,0.91,0.15,0.62,0.74,0.72,0.33,0.16,1,0.3,0.55,0.27,0.65,0.3,0.37,0.36,0.45,0.47,0.59,0.29,0.18,0.29,0.28,0.37,0.15,0.46,0.14,0.14,0.97,0.33
49,NA,NA,AmericanForkcity,9,0.01,1,0,0.97,0.05,0.04,0.68,0.58,0.34,0.23,0.02,1,0.3,0.6,0.81,0.48,0.42,0.26,0.6,0.27,0.12,0.11,0,0.15,0.16,0.19,0.19,0.01,0.2,0.23,0.27,0.31,0.37
6,NA,NA,Atascaderocity,9,0.02,0.48,0.02,0.91,0.07,0.16,0.38,0.41,0.23,0.35,0,0,0.39,0.52,0.32,0.51,0.4,0.38,0.55,0.38,0.33,0.32,0.23,0.21,0.34,0.36,0.43,0.02,0.2,0.11,0.22,0.32,0.21
48,NA,NA,Pharrcity,9,0.04,1,0,0.55,0,1,0.73,0.64,0.44,0.38,0.05,1,0.07,0.37,0.25,0.16,0.56,0.94,0.32,0.04,0.01,0.02,0.05,0.01,0,0.14,0.15,0.13,1,1,1,0.12,1
39,165,42364,Lebanoncity,9,0,0.42,0.06,0.94,0.04,0.01,0.37,0.5,0.32,0.39,0,0,0.26,0.6,0.7,0.45,0.43,0.23,0.51,0.26,0.25,0.24,0.22,0.22,0.3,0.1,0.11,0.01,0.22,0.37,0.43,0.25,0.05
39,167,47628,Mariettacity,9,0.01,0.37,0.02,0.98,0.02,0.01,0.53,0.51,0.43,0.53,0,0,0.15,0.32,0.16,0.43,0.6,0.54,0.61,0.19,0.22,0.21,0.14,0.06,0,0.25,0.14,0.02,0.46,0.35,0.42,0.31,0.43
12,NA,NA,NorthMiamicity,9,0.06,0.35,0.62,0.43,0.15,0.46,0.31,0.47,0.27,0.47,0.08,1,0.22,0.59,0.23,0.34,0.46,0.21,0.25,0.21,0.28,0.37,0.21,0.28,0.25,0.23,0.36,0.07,0.4,0.39,0.53,0.28,0.54
40,NA,NA,Durantcity,9,0,0.34,0.02,0.76,0.05,0.03,0.62,0.62,0.56,0.6,0,0,0.05,0.2,0.85,0.31,0.65,0.68,0.45,0.1,0.14,0.15,0.07,0.13,0.14,0.21,0.14,0.03,0.78,0.49,0.54,0.38,0.71
12,NA,NA,Leesburgcity,9,0.01,0.28,0.54,0.57,0.02,0.03,0.32,0.35,0.23,0.82,0,0,0.14,0.24,0.35,0.39,0.82,0.43,0.71,0.15,0.22,0.28,0.15,0.35,0.41,0.16,0.26,0.03,0.52,0.42,0.59,0.2,0.5
18,NA,NA,Dyertown,9,0,0.72,0.01,0.97,0.05,0.07,0.46,0.41,0.23,0.25,0.02,1,0.54,0.8,0.24,0.58,0.31,0.1,0.39,0.48,0.38,0.34,0.53,0.61,1,0.26,0.45,0,0.03,0.21,0.24,0.23,0.16
51,710,57000,Norfolkcity,9,0.4,0.58,0.76,0.34,0.16,0.05,0.63,0.8,0.7,0.33,0.41,1,0.2,0.57,0.14,0.3,0.42,0.45,0.57,0.19,0.22,0.31,0.2,0.19,0.2,0.26,0.34,0.4,0.51,0.3,0.47,0.26,0.37
6,NA,NA,Norwalkcity,9,0.14,0.92,0.06,0.33,0.76,0.89,0.5,0.59,0.39,0.26,0.15,1,0.44,0.69,0.06,0.27,0.36,0.52,0.38,0.39,0.22,0.27,0.31,0.25,0.27,0.26,0.31,0.08,0.24,0.56,0.62,0.14,0.41
42,29,82704,WestChesterborough,9,0.01,0.59,0.35,0.66,0.07,0.14,1,1,1,0.29,0.03,1,0.32,0.69,0.07,0.47,0.36,0.29,0.36,0.38,0.27,0.29,0.26,0.16,0.38,0.18,0.24,0.02,0.45,0.22,0.32,0.51,0.34
34,29,7420,Bricktownship,9,0.09,0.44,0.01,0.97,0.05,0.05,0.33,0.39,0.23,0.59,0.11,1,0.45,0.45,0.13,0.56,0.63,0.16,0.73,0.45,0.39,0.37,0.25,0.26,0.41,0.45,0.49,0.02,0.08,0.19,0.34,0.25,0.33
53,NA,NA,Ellensburgcity,9,0,0.4,0.02,0.9,0.2,0.05,1,1,1,0.31,0,0,0.05,0.6,0.49,0.47,0.34,0.25,0.36,0.16,0.11,0.11,0.15,0.11,0.1,0.13,0.24,0.03,0.91,0.17,0.28,0.48,0.53
9,9,78740,Wallingfordtown,9,0.05,0.46,0.02,0.96,0.05,0.06,0.32,0.4,0.24,0.43,0.06,0.86,0.51,0.67,0.14,0.68,0.44,0.13,0.57,0.52,0.45,0.43,0.45,0.37,0.49,0.31,0.48,0.01,0.07,0.28,0.33,0.35,0.24
22,NA,NA,Rustoncity,9,0.02,0.56,0.66,0.45,0.1,0.02,1,1,1,0.34,0,0,0.1,0.44,0.61,0.36,0.41,0.36,0.34,0.2,0.15,0.22,0.13,0.07,0.19,0.31,0.19,0.05,0.81,0.3,0.36,0.55,0.73
48,NA,NA,MissouriCitycity,9,0.04,0.69,0.57,0.4,0.38,0.17,0.49,0.4,0.24,0.09,0.06,1,0.66,0.91,0.41,0.58,0.11,0.06,0.21,0.6,0.47,0.55,0.38,0.4,0.34,0.37,0.52,0.01,0.08,0.1,0.11,0.65,0.16
39,25,49322,Miamitownship,9,0.03,0.59,0.02,0.98,0.02,0.01,0.44,0.44,0.26,0.22,0.04,0.83,0.51,0.8,0.27,0.63,0.28,0.12,0.32,0.49,0.39,0.37,0.29,0.33,0.69,0.55,0.65,0.01,0.1,0.18,0.28,0.39,0.13
9,3,84900,Wethersfieldtown,9,0.03,0.33,0.02,0.97,0.05,0.03,0.25,0.3,0.19,0.76,0.04,1,0.53,0.43,0.2,0.78,0.77,0.12,0.93,0.58,0.59,0.57,0.36,0.13,0.56,1,0.59,0.01,0.06,0.32,0.33,0.45,0.17
49,NA,NA,SouthSaltLakecity,9,0,0.25,0.03,0.82,0.21,0.18,0.37,0.6,0.4,0.42,0.02,1,0.12,0.55,0.1,0.26,0.46,0.46,0.37,0.15,0.17,0.16,0.42,0.11,0.27,0.23,0.28,0.01,0.45,0.22,0.47,0.13,0.51
34,11,46680,Millvillecity,9,0.03,0.46,0.16,0.8,0.04,0.14,0.44,0.49,0.32,0.44,0.04,1,0.32,0.52,0.1,0.37,0.56,0.38,0.63,0.34,0.29,0.31,0.22,0.15,0.15,0.2,0.25,0.03,0.3,0.38,0.52,0.17,0.4
6,NA,NA,Pasadenacity,9,0.2,0.42,0.37,0.35,0.5,0.51,0.34,0.53,0.33,0.4,0.21,1,0.39,0.56,0.2,0.5,0.36,0.44,0.31,0.39,0.5,0.68,0.32,0.24,0.41,0.22,0.31,0.17,0.39,0.39,0.38,0.59,0.39
37,NA,NA,HighPointcity,9,0.1,0.37,0.59,0.51,0.06,0.01,0.43,0.49,0.34,0.44,0.11,1,0.22,0.57,0.16,0.32,0.52,0.34,0.3,0.25,0.28,0.35,0.21,0.2,0.17,0.31,0.3,0.08,0.33,0.44,0.55,0.28,0.31
47,NA,NA,Bartletttown,9,0.03,0.72,0.05,0.95,0.06,0.01,0.58,0.43,0.26,0.13,0.04,1,0.59,0.88,0.43,0.56,0.18,0.05,0.31,0.52,0.37,0.37,0.27,0.19,0.3,0.33,0.38,0,0.05,0.06,0.13,0.37,0.08
34,5,48900,MountHollytownship,9,0,0.57,0.36,0.64,0.07,0.1,0.44,0.49,0.32,0.4,0.02,1,0.36,0.58,0.17,0.46,0.52,0.48,0.83,0.36,0.3,0.34,0.24,0.14,0.22,0.2,0.2,0.01,0.36,0.32,0.47,0.27,0.44
9,1,68170,Sheltontown,9,0.04,0.54,0.02,0.96,0.08,0.04,0.33,0.4,0.25,0.38,0.06,1,0.63,0.71,0.28,0.69,0.43,0.12,0.51,0.61,0.52,0.5,0.62,0.2,0.44,0.63,0.59,0.01,0.05,0.23,0.28,0.38,0.24
6,NA,NA,YorbaLindacity,9,0.07,0.69,0.02,0.79,0.62,0.17,0.44,0.42,0.26,0.13,0.08,1,0.93,0.83,0.35,0.64,0.15,0.08,0.32,0.85,0.71,0.72,0.53,0.25,0.43,0.7,0.78,0.01,0.03,0.06,0.09,0.6,0.11
53,NA,NA,Bellevuecity,10,0.12,0.32,0.04,0.8,0.61,0.04,0.34,0.47,0.29,0.33,0.14,1,0.53,0.72,0.27,0.71,0.3,0.12,0.43,0.59,0.64,0.66,0.37,0.29,0.37,0.4,0.56,0.04,0.13,0.06,0.07,0.75,0.13
12,NA,NA,SouthDaytonacity,10,0,0.24,0.07,0.93,0.05,0.04,0.28,0.44,0.32,0.74,0.02,1,0.22,0.37,0.2,0.45,0.71,0.24,0.79,0.22,0.26,0.26,0.17,0.16,0.12,0.2,0.3,0.01,0.26,0.27,0.44,0.17,0.37
25,1,7175,Bournetown,10,0.01,0.47,0.03,0.95,0.04,0.02,0.4,0.46,0.32,0.49,0,0,0.37,0.52,0.23,0.41,0.56,0.27,0.63,0.36,0.34,0.33,0.31,0.07,0.24,0.28,0.27,0.01,0.17,0.13,0.21,0.35,0.38
48,NA,NA,Bellairecity,10,0.01,0.28,0.01,0.92,0.12,0.15,0.16,0.24,0.09,0.49,0.02,1,0.56,0.61,0.36,0.81,0.44,0.01,0.46,0.58,0.66,0.65,0.34,0.29,0.84,0.33,0.45,0,0.07,0.09,0.1,0.8,0.11
6,NA,NA,Chicocity,10,0.05,0.4,0.04,0.84,0.24,0.16,0.89,1,1,0.24,0.06,1,0.12,0.57,0.41,0.39,0.25,0.46,0.28,0.21,0.18,0.19,0.21,0.13,0.12,0.22,0.26,0.11,0.86,0.17,0.23,0.51,0.61
39,33,10030,Bucyruscity,10,0.01,0.35,0.01,0.99,0.02,0.01,0.4,0.45,0.28,0.49,0,0,0.17,0.39,0.25,0.4,0.57,0.46,0.62,0.19,0.21,0.2,0.2,0.15,0.16,0.1,0.24,0.02,0.41,0.38,0.53,0.15,0.64
45,NA,NA,Greenvillecity,10,0.08,0.32,0.69,0.45,0.05,0.02,0.47,0.57,0.44,0.52,0.09,1,0.2,0.49,0.17,0.39,0.56,0.4,0.32,0.25,0.33,0.46,0.18,0.1,0.19,0.32,0.34,0.09,0.47,0.38,0.47,0.47,0.34
42,71,83152,WestHempfieldtownship,10,0,0.55,0.03,0.95,0.08,0.03,0.34,0.41,0.2,0.27,0.02,0.87,0.44,0.77,0.42,0.63,0.33,0.27,0.44,0.41,0.34,0.33,0.21,0.45,0.23,0.27,0.23,0.01,0.19,0.27,0.36,0.32,0.09
39,145,64304,Portsmouthcity,10,0.02,0.28,0.1,0.91,0.02,0.01,0.4,0.39,0.26,0.69,0,0,0.07,0.02,0.08,0.34,0.79,0.96,0.6,0.11,0.18,0.17,0.23,0.08,0.74,0.05,0.35,0.06,0.75,0.58,0.63,0.17,0.79
33,15,25380,Exetertown,10,0,0.36,0.01,0.98,0.05,0.01,0.28,0.4,0.21,0.47,0,0,0.4,0.6,0.01,0.6,0.49,0.11,0.48,0.42,0.46,0.44,0.22,0.25,0.18,0.02,0.61,0.01,0.12,0.22,0.22,0.52,0.35
19,33,92890,MasonCitycity,10,0.03,0.31,0.02,0.96,0.03,0.05,0.42,0.43,0.29,0.54,0,0,0.21,0.44,0.48,0.54,0.66,0.3,0.48,0.26,0.24,0.23,0.16,0,0.07,0.25,0.34,0.02,0.25,0.26,0.34,0.25,0.21
53,NA,NA,Lynnwoodcity,10,0.03,0.37,0.04,0.83,0.46,0.05,0.37,0.55,0.35,0.29,0.05,1,0.31,0.71,0.11,0.46,0.33,0.3,0.37,0.32,0.3,0.29,0.55,0.21,0.25,0.53,0.41,0.02,0.24,0.13,0.22,0.29,0.25
25,23,52630,Pembroketown,10,0.01,0.68,0.01,0.99,0.02,0.01,0.44,0.46,0.29,0.21,0.01,0.43,0.58,0.78,0.21,0.5,0.36,0.24,0.41,0.55,0.39,0.37,0.49,0.76,0.34,0.35,0.29,0,0.09,0.08,0.2,0.34,0.46
29,NA,NA,UniversityCitycity,10,0.05,0.32,0.94,0.22,0.13,0.02,0.37,0.47,0.31,0.43,0.06,1,0.34,0.58,0.18,0.56,0.45,0.27,0.4,0.37,0.42,0.61,0.3,0.18,0.19,0.25,0.46,0.05,0.33,0.18,0.27,0.67,0.4
48,NA,NA,Burkburnettcity,10,0,0.46,0.04,0.92,0.03,0.07,0.42,0.42,0.26,0.4,0,0,0.24,0.57,1,0.4,0.44,0.22,0.67,0.24,0.22,0.22,0.14,0.08,0.01,0.19,0.25,0.01,0.36,0.29,0.4,0.2,0.52
34,23,51210,NewBrunswickcity,10,0.05,0.77,0.58,0.35,0.24,0.36,1,1,1,0.28,0.07,1,0.27,0.57,0.24,0.36,0.44,0.49,0.32,0.28,0.21,0.25,0.25,0.21,0.22,0.24,0.27,0.07,0.58,0.55,0.6,0.37,0.59
18,NA,NA,NewAlbanycity,10,0.04,0.34,0.12,0.9,0.01,0.01,0.38,0.45,0.29,0.54,0.06,1,0.2,0.46,0.15,0.43,0.58,0.43,0.58,0.2,0.23,0.22,0.18,0.16,0.3,0.24,0.24,0.05,0.4,0.47,0.55,0.19,0.44
34,3,41100,Lodiborough,10,0.02,0.35,0.06,0.85,0.3,0.17,0.27,0.48,0.26,0.56,0.04,1,0.36,0.57,0.18,0.51,0.57,0.17,0.45,0.4,0.36,0.34,0.47,0,0.35,0.33,0.36,0.01,0.15,0.59,0.59,0.23,0.45
48,NA,NA,Rosenbergcity,10,0.02,0.6,0.15,0.45,0.02,0.82,0.49,0.53,0.34,0.3,0,0,0.23,0.6,0.66,0.33,0.38,0.31,0.24,0.24,0.17,0.25,0.16,0.48,0.18,0.18,0.22,0.04,0.57,0.81,0.73,0.13,0.38
29,NA,NA,Warrensburgcity,10,0.01,0.65,0.15,0.84,0.12,0.02,1,1,1,0.25,0,0,0.13,0.65,0.83,0.53,0.33,0.27,0.38,0.22,0.15,0.15,0.13,0.08,0.36,0.09,0.18,0.03,0.69,0.24,0.26,0.57,0.53
36,71,50034,Newburghcity,10,0.03,0.59,0.68,0.25,0.03,0.43,0.53,0.59,0.42,0.33,0.04,1,0.18,0.39,0.06,0.23,0.47,0.64,0.41,0.18,0.16,0.22,0.22,0.07,0.23,0.2,0.23,0.06,0.7,0.64,0.75,0.17,0.81
